accession,amine,core,horizyn,rank
A0A096B1U0,"2,3_diaminopropionic acid",Tri,0.23806099593639374,13
A0A096B1U0,2_aminophenol,Di,0.20308534055948257,29
A0A096B1U0,2_aminophenol,Mono,0.2249610647559166,18
A0A096B1U0,2_aminophenol,Tri,0.20613782107830048,27
A0A096B1U0,3_methoxytyramine,Di,0.0022951383143663406,75
A0A096B1U0,3_methoxytyramine,Mono,0.014040433336049318,74
A0A096B1U0,3_methoxytyramine,Tri,0.04787500016391277,72
A0A096B1U0,alanine,Di,0.07735264673829079,68
A0A096B1U0,alanine,Mono,0.1903342753648758,32
A0A096B1U0,alanine,Tri,0.15193431824445724,43
A0A096B1U0,arginine,Di,0.2111220434308052,25
A0A096B1U0,arginine,Mono,0.20431091636419296,28
A0A096B1U0,arginine,Tri,0.23286768794059753,16
A0A096B1U0,asparagine,Di,0.15075170993804932,45
A0A096B1U0,asparagine,Mono,0.248092383146286,11
A0A096B1U0,asparagine,Tri,0.1956711784005165,31
A0A096B1U0,cadaverine,Di,0.10059450194239616,66
A0A096B1U0,cadaverine,Mono,0.14572250097990036,49
A0A096B1U0,cadaverine,Tri,0.16848166286945343,40
A0A096B1U0,citrulline,Di,0.2113722711801529,24
A0A096B1U0,citrulline,Mono,0.2918090373277664,4
A0A096B1U0,citrulline,Tri,0.21221881359815598,23
A0A096B1U0,cystine,Di,0.04335743002593517,73
A0A096B1U0,cystine,Mono,0.13198071718215942,54
A0A096B1U0,cystine,Tri,0.12725678458809853,57
A0A096B1U0,dopamine,Di,0.12036534771323204,65
A0A096B1U0,dopamine,Mono,0.12209463492035866,61
A0A096B1U0,dopamine,Tri,0.12983285635709763,56
A0A096B1U0,gaba,Di,0.052748145535588264,71
A0A096B1U0,gaba,Mono,0.13531151413917542,53
A0A096B1U0,gaba,Tri,0.1247507780790329,59
A0A096B1U0,glutamine,Di,0.235299751162529,15
A0A096B1U0,glutamine,Mono,0.2640027701854706,8
A0A096B1U0,glutamine,Tri,0.21310824155807495,22
A0A096B1U0,glyglycine,Di,0.07040676474571228,69
A0A096B1U0,glyglycine,Mono,0.12310876697301865,60
A0A096B1U0,glyglycine,Tri,0.06546511501073837,70
A0A096B1U0,histidine,Di,0.222228541970253,20
A0A096B1U0,histidine,Mono,0.2964514195919037,3
A0A096B1U0,histidine,Tri,0.22558742761611938,17
A0A096B1U0,lysine,Di,0.13711011409759521,52
A0A096B1U0,lysine,Mono,0.1495228335261345,47
A0A096B1U0,lysine,Tri,0.17177700996398926,38
A0A096B1U0,methionine,Di,0.08807124942541122,67
A0A096B1U0,methionine,Mono,0.17678292840719223,37
A0A096B1U0,methionine,Tri,0.14726664125919342,48
A0A096B1U0,ornithine,Di,0.12168034538626671,62
A0A096B1U0,ornithine,Mono,0.12571818754076958,58
A0A096B1U0,ornithine,Tri,0.17059673368930817,39
A0A096B1U0,phenylalanine,Di,0.26744990050792694,7
A0A096B1U0,phenylalanine,Mono,0.30670352280139923,1
A0A096B1U0,phenylalanine,Tri,0.23877544701099396,12
A0A096B1U0,proline,Di,0.16396669298410416,42
A0A096B1U0,proline,Mono,0.3040362372994423,2
A0A096B1U0,proline,Tri,0.18977443128824234,33
A0A096B1U0,putrescine,Di,0.12055733799934387,64
A0A096B1U0,putrescine,Mono,0.1879938244819641,34
A0A096B1U0,putrescine,Tri,0.15030844509601593,46
A0A096B1U0,serine,Di,0.2228299379348755,19
A0A096B1U0,serine,Mono,0.27436593174934387,6
A0A096B1U0,serine,Tri,0.23605787754058838,14
A0A096B1U0,serotonin,Di,0.1517912670969963,44
A0A096B1U0,serotonin,Mono,0.1414620541036129,50
A0A096B1U0,serotonin,Tri,0.19847680628299713,30
A0A096B1U0,threonine,Di,0.2798856943845749,5
A0A096B1U0,threonine,Mono,0.2582502216100693,9
A0A096B1U0,threonine,Tri,0.25409889221191406,10
A0A096B1U0,tryptamine,Di,0.13954861462116241,51
A0A096B1U0,tryptamine,Mono,0.12105189263820648,63
A0A096B1U0,tryptamine,Tri,0.17738894373178482,36
A0A096B1U0,tyramine,Di,0.16839932650327682,41
A0A096B1U0,tyramine,Mono,0.13075446337461472,55
A0A096B1U0,tyramine,Tri,0.18193002045154572,35
A0A096DGB7,"2,3_diaminopropionic acid",Di,0.3331785649061203,14
A0A096DGB7,"2,3_diaminopropionic acid",Mono,0.30183885991573334,26
A0A096DGB7,"2,3_diaminopropionic acid",Tri,0.3326865881681442,15
A0A096DGB7,2_aminophenol,Di,0.3468470126390457,10
A0A096DGB7,2_aminophenol,Mono,0.31177982687950134,22
A0A096DGB7,2_aminophenol,Tri,0.3026806712150574,24
A0A096DGB7,3_methoxytyramine,Di,0.09845951944589615,73
A0A096DGB7,3_methoxytyramine,Mono,0.11529029160737991,71
A0A096DGB7,3_methoxytyramine,Tri,0.07645484991371632,75
A0A096DGB7,alanine,Di,0.16693274676799774,68
A0A096DGB7,alanine,Mono,0.2470422238111496,38
A0A096DGB7,alanine,Tri,0.20408643782138824,60
A0A096DGB7,arginine,Di,0.21467690914869308,54
A0A096DGB7,arginine,Mono,0.25377652794122696,33
A0A096DGB7,arginine,Tri,0.253755584359169,34
A0A096DGB7,asparagine,Di,0.28421828150749207,28
A0A096DGB7,asparagine,Mono,0.3158167377114296,20
A0A096DGB7,asparagine,Tri,0.29122379422187805,27
A0A096DGB7,cadaverine,Di,0.20940598845481873,58
A0A096DGB7,cadaverine,Mono,0.231643445789814,48
A0A096DGB7,cadaverine,Tri,0.21138420701026917,57
A0A096DGB7,citrulline,Di,0.3049754202365875,23
A0A096DGB7,citrulline,Mono,0.37288135290145874,2
A0A096DGB7,citrulline,Tri,0.30257922410964966,25
A0A096DGB7,cystine,Di,0.1443476341664791,70
A0A096DGB7,cystine,Mono,0.24437250941991806,39
A0A096DGB7,cystine,Tri,0.17562229931354523,66
A0A096DGB7,dopamine,Di,0.21797078847885132,53
A0A096DGB7,dopamine,Mono,0.23975583910942078,43
A0A096DGB7,dopamine,Tri,0.20661351829767227,59
A0A096DGB7,gaba,Di,0.16972054541110992,67
A0A096DGB7,gaba,Mono,0.23376214504241943,47
A0A096DGB7,gaba,Tri,0.1862877830862999,64
A0A096DGB7,glutamine,Di,0.36907367408275604,5
A0A096DGB7,glutamine,Mono,0.33268360048532486,16
A0A096DGB7,glutamine,Tri,0.31376977264881134,21
A0A096DGB7,glyglycine,Di,0.11367955058813095,72
A0A096DGB7,glyglycine,Mono,0.1917833685874939,63
A0A096DGB7,glyglycine,Tri,0.08152074180543423,74
A0A096DGB7,histidine,Di,0.3193260133266449,19
A0A096DGB7,histidine,Mono,0.35729486495256424,7
A0A096DGB7,histidine,Tri,0.3414316922426224,11
A0A096DGB7,lysine,Di,0.2432819902896881,40
A0A096DGB7,lysine,Mono,0.24895530939102173,37
A0A096DGB7,lysine,Tri,0.2381848245859146,46
A0A096DGB7,methionine,Di,0.15459340810775757,69
A0A096DGB7,methionine,Mono,0.21345088630914688,56
A0A096DGB7,methionine,Tri,0.18042899668216705,65
A0A096DGB7,ornithine,Di,0.2203352227807045,52
A0A096DGB7,ornithine,Mono,0.2386535257101059,45
A0A096DGB7,ornithine,Tri,0.25143469870090485,36
A0A096DGB7,phenylalanine,Di,0.35516732931137085,8
A0A096DGB7,phenylalanine,Mono,0.3700980097055435,4
A0A096DGB7,phenylalanine,Tri,0.3325789123773575,17
A0A096DGB7,proline,Di,0.2404528558254242,42
A0A096DGB7,proline,Mono,0.3710092604160309,3
A0A096DGB7,proline,Tri,0.22828898578882217,50
A0A096DGB7,putrescine,Di,0.22466150671243668,51
A0A096DGB7,putrescine,Mono,0.275751456618309,29
A0A096DGB7,putrescine,Tri,0.1985861212015152,62
A0A096DGB7,serine,Di,0.33837252855300903,12
A0A096DGB7,serine,Mono,0.3539271503686905,9
A0A096DGB7,serine,Tri,0.33466559648513794,13
A0A096DGB7,serotonin,Di,0.2545221820473671,32
A0A096DGB7,serotonin,Mono,0.24177242815494537,41
A0A096DGB7,serotonin,Tri,0.2642190009355545,30
A0A096DGB7,threonine,Di,0.3783092200756073,1
A0A096DGB7,threonine,Mono,0.3681424409151077,6
A0A096DGB7,threonine,Tri,0.32843947410583496,18
A0A096DGB7,tryptamine,Di,0.2298399657011032,49
A0A096DGB7,tryptamine,Mono,0.20158841460943222,61
A0A096DGB7,tryptamine,Tri,0.21362486481666565,55
A0A096DGB7,tyramine,Di,0.2515801638364792,35
A0A096DGB7,tyramine,Mono,0.26032013446092606,31
A0A096DGB7,tyramine,Tri,0.23945997655391693,44
A0A0F0CI09,"2,3_diaminopropionic acid",Di,0.15552739799022675,27
A0A0F0CI09,"2,3_diaminopropionic acid",Mono,0.11601942032575607,36
A0A0F0CI09,"2,3_diaminopropionic acid",Tri,0.18935969471931458,16
A0A0F0CI09,2_aminophenol,Di,0.18308280408382416,19
A0A0F0CI09,2_aminophenol,Mono,0.1601252779364586,24
A0A0F0CI09,2_aminophenol,Tri,0.1756386086344719,21
A0A0F0CI09,3_methoxytyramine,Di,-0.04114419827237725,74
A0A0F0CI09,3_methoxytyramine,Mono,-0.06489796936511993,75
A0A0F0CI09,3_methoxytyramine,Tri,-0.0014644963666796684,69
A0A0F0CI09,alanine,Di,0.019517400301992893,63
A0A0F0CI09,alanine,Mono,0.09528996795415878,42
A0A0F0CI09,alanine,Tri,0.09534195438027382,41
A0A0F0CI09,arginine,Di,0.13056226447224617,28
A0A0F0CI09,arginine,Mono,0.08473168965429068,44
A0A0F0CI09,arginine,Tri,0.15601743012666702,26
A0A0F0CI09,asparagine,Di,0.1256064921617508,31
A0A0F0CI09,asparagine,Mono,0.1838495284318924,18
A0A0F0CI09,asparagine,Tri,0.15890463441610336,25
A0A0F0CI09,cadaverine,Di,0.03406277112662792,56
A0A0F0CI09,cadaverine,Mono,0.02982949186116457,58
A0A0F0CI09,cadaverine,Tri,0.11685213446617126,34
A0A0F0CI09,citrulline,Di,0.16432206332683563,23
A0A0F0CI09,citrulline,Mono,0.2110559493303299,6
A0A0F0CI09,citrulline,Tri,0.16557911783456802,22
A0A0F0CI09,cystine,Di,-0.01567197171971202,72
A0A0F0CI09,cystine,Mono,0.01866360940039158,65
A0A0F0CI09,cystine,Tri,0.06124619022011757,53
A0A0F0CI09,dopamine,Di,0.0323278596624732,57
A0A0F0CI09,dopamine,Mono,0.01599666103720665,66
A0A0F0CI09,dopamine,Tri,0.06917064264416695,49
A0A0F0CI09,gaba,Di,-0.00853352528065443,71
A0A0F0CI09,gaba,Mono,0.0024100402370095253,68
A0A0F0CI09,gaba,Tri,0.08743622153997421,43
A0A0F0CI09,glutamine,Di,0.19559753686189651,14
A0A0F0CI09,glutamine,Mono,0.20252030342817307,10
A0A0F0CI09,glutamine,Tri,0.17568086087703705,20
A0A0F0CI09,glyglycine,Di,-0.018497190438210964,73
A0A0F0CI09,glyglycine,Mono,-0.005072267726063728,70
A0A0F0CI09,glyglycine,Tri,0.015776459127664566,67
A0A0F0CI09,histidine,Di,0.19265828281641006,15
A0A0F0CI09,histidine,Mono,0.24965651333332062,3
A0A0F0CI09,histidine,Tri,0.20122242718935013,11
A0A0F0CI09,lysine,Di,0.07072118669748306,48
A0A0F0CI09,lysine,Mono,0.028276001568883657,59
A0A0F0CI09,lysine,Tri,0.12251026183366776,33
A0A0F0CI09,methionine,Di,0.038400281220674515,55
A0A0F0CI09,methionine,Mono,0.10951332747936249,39
A0A0F0CI09,methionine,Tri,0.12723266333341599,29
A0A0F0CI09,ornithine,Di,0.06259136460721493,51
A0A0F0CI09,ornithine,Mono,0.020443936809897423,62
A0A0F0CI09,ornithine,Tri,0.1257130578160286,30
A0A0F0CI09,phenylalanine,Di,0.22694193571805954,5
A0A0F0CI09,phenylalanine,Mono,0.24535353481769562,4
A0A0F0CI09,phenylalanine,Tri,0.19659779220819473,12
A0A0F0CI09,proline,Di,0.0843849889934063,45
A0A0F0CI09,proline,Mono,0.2049127072095871,9
A0A0F0CI09,proline,Tri,0.12355263903737068,32
A0A0F0CI09,putrescine,Di,0.06730439513921738,50
A0A0F0CI09,putrescine,Mono,0.07149074785411358,47
A0A0F0CI09,putrescine,Tri,0.11318346485495567,37
A0A0F0CI09,serine,Di,0.20508847385644913,8
A0A0F0CI09,serine,Mono,0.20913302898406982,7
A0A0F0CI09,serine,Tri,0.19587451219558716,13
A0A0F0CI09,serotonin,Di,0.04022268019616604,54
A0A0F0CI09,serotonin,Mono,0.0246999254450202,60
A0A0F0CI09,serotonin,Tri,0.10399633646011353,40
A0A0F0CI09,threonine,Di,0.26497724652290344,1
A0A0F0CI09,threonine,Mono,0.18885909765958786,17
A0A0F0CI09,threonine,Tri,0.25032294541597366,2
A0A0F0CI09,tryptamine,Di,0.06181907653808594,52
A0A0F0CI09,tryptamine,Mono,0.019458238501101732,64
A0A0F0CI09,tryptamine,Tri,0.11100386083126068,38
A0A0F0CI09,tyramine,Di,0.08264448493719101,46
A0A0F0CI09,tyramine,Mono,0.022490363800898194,61
A0A0F0CI09,tyramine,Tri,0.1166195496916771,35
A0A0F5JPH2,"2,3_diaminopropionic acid",Di,0.34840741753578186,14
A0A0F5JPH2,"2,3_diaminopropionic acid",Mono,0.2960594594478607,27
A0A0F5JPH2,"2,3_diaminopropionic acid",Tri,0.3268469423055649,21
A0A0F5JPH2,2_aminophenol,Di,0.37658847868442535,8
A0A0F5JPH2,2_aminophenol,Mono,0.3226539194583893,22
A0A0F5JPH2,2_aminophenol,Tri,0.31699907779693604,23
A0A0F5JPH2,3_methoxytyramine,Di,0.06371351331472397,74
A0A0F5JPH2,3_methoxytyramine,Mono,0.08234376274049282,72
A0A0F5JPH2,3_methoxytyramine,Tri,0.03933953866362572,75
A0A0F5JPH2,alanine,Di,0.17831763625144958,65
A0A0F5JPH2,alanine,Mono,0.2423829883337021,37
A0A0F5JPH2,alanine,Tri,0.16967658698558807,67
A0A0F5JPH2,arginine,Di,0.2096666917204857,54
A0A0F5JPH2,arginine,Mono,0.2388060986995697,40
A0A0F5JPH2,arginine,Tri,0.2425437644124031,36
A0A0F5JPH2,asparagine,Di,0.3063405305147171,26
A0A0F5JPH2,asparagine,Mono,0.33255618065595627,18
A0A0F5JPH2,asparagine,Tri,0.293392539024353,28
A0A0F5JPH2,cadaverine,Di,0.2252988964319229,45
A0A0F5JPH2,cadaverine,Mono,0.2293703407049179,42
A0A0F5JPH2,cadaverine,Tri,0.21936456859111786,49
A0A0F5JPH2,citrulline,Di,0.3282802700996399,20
A0A0F5JPH2,citrulline,Mono,0.36818400025367737,10
A0A0F5JPH2,citrulline,Tri,0.3119748383760452,24
A0A0F5JPH2,cystine,Di,0.1658257246017456,68
A0A0F5JPH2,cystine,Mono,0.24993640929460526,33
A0A0F5JPH2,cystine,Tri,0.1854768991470337,63
A0A0F5JPH2,dopamine,Di,0.19957727938890457,57
A0A0F5JPH2,dopamine,Mono,0.21871709823608398,52
A0A0F5JPH2,dopamine,Tri,0.1901554986834526,61
A0A0F5JPH2,gaba,Di,0.19263079017400742,60
A0A0F5JPH2,gaba,Mono,0.22042269259691238,48
A0A0F5JPH2,gaba,Tri,0.19923200458288193,58
A0A0F5JPH2,glutamine,Di,0.3874649703502655,6
A0A0F5JPH2,glutamine,Mono,0.35661812126636505,11
A0A0F5JPH2,glutamine,Tri,0.3098628371953964,25
A0A0F5JPH2,glyglycine,Di,0.11358506232500076,71
A0A0F5JPH2,glyglycine,Mono,0.16374237090349197,69
A0A0F5JPH2,glyglycine,Tri,0.07220482267439365,73
A0A0F5JPH2,histidine,Di,0.34241294860839844,16
A0A0F5JPH2,histidine,Mono,0.3929813653230667,5
A0A0F5JPH2,histidine,Tri,0.35325026512145996,12
A0A0F5JPH2,lysine,Di,0.23246067762374878,41
A0A0F5JPH2,lysine,Mono,0.2216346636414528,47
A0A0F5JPH2,lysine,Tri,0.24212269484996796,38
A0A0F5JPH2,methionine,Di,0.15486864000558853,70
A0A0F5JPH2,methionine,Mono,0.2193029597401619,50
A0A0F5JPH2,methionine,Tri,0.17522893846035004,66
A0A0F5JPH2,ornithine,Di,0.22240585088729858,46
A0A0F5JPH2,ornithine,Mono,0.21672526746988297,53
A0A0F5JPH2,ornithine,Tri,0.2634691894054413,31
A0A0F5JPH2,phenylalanine,Di,0.3974340111017227,3
A0A0F5JPH2,phenylalanine,Mono,0.3982309103012085,2
A0A0F5JPH2,phenylalanine,Tri,0.3472743183374405,15
A0A0F5JPH2,proline,Di,0.1958252191543579,59
A0A0F5JPH2,proline,Mono,0.35266153514385223,13
A0A0F5JPH2,proline,Tri,0.17910334467887878,64
A0A0F5JPH2,putrescine,Di,0.24382445216178894,34
A0A0F5JPH2,putrescine,Mono,0.27372514456510544,29
A0A0F5JPH2,putrescine,Tri,0.20527873188257217,55
A0A0F5JPH2,serine,Di,0.36959296464920044,9
A0A0F5JPH2,serine,Mono,0.3829183727502823,7
A0A0F5JPH2,serine,Tri,0.3331996202468872,17
A0A0F5JPH2,serotonin,Di,0.25260066986083984,32
A0A0F5JPH2,serotonin,Mono,0.22771373391151428,44
A0A0F5JPH2,serotonin,Tri,0.27199606597423553,30
A0A0F5JPH2,threonine,Di,0.40900327265262604,1
A0A0F5JPH2,threonine,Mono,0.39503517746925354,4
A0A0F5JPH2,threonine,Tri,0.3315540850162506,19
A0A0F5JPH2,tryptamine,Di,0.21926771849393845,51
A0A0F5JPH2,tryptamine,Mono,0.18791669607162476,62
A0A0F5JPH2,tryptamine,Tri,0.20126157999038696,56
A0A0F5JPH2,tyramine,Di,0.24322780966758728,35
A0A0F5JPH2,tyramine,Mono,0.2397691234946251,39
A0A0F5JPH2,tyramine,Tri,0.22806695848703384,43
A0A0P0FKS2,"2,3_diaminopropionic acid",Di,0.379224568605423,19
A0A0P0FKS2,"2,3_diaminopropionic acid",Mono,0.4111628085374832,12
A0A0P0FKS2,"2,3_diaminopropionic acid",Tri,0.33685527741909027,30
A0A0P0FKS2,2_aminophenol,Di,0.39864251017570496,14
A0A0P0FKS2,2_aminophenol,Mono,0.41831643879413605,10
A0A0P0FKS2,2_aminophenol,Tri,0.3490474969148636,26
A0A0P0FKS2,3_methoxytyramine,Di,0.04376545734703541,74
A0A0P0FKS2,3_methoxytyramine,Mono,0.11275205388665199,72
A0A0P0FKS2,3_methoxytyramine,Tri,0.02666635252535343,75
A0A0P0FKS2,alanine,Di,0.25365541875362396,49
A0A0P0FKS2,alanine,Mono,0.377684623003006,21
A0A0P0FKS2,alanine,Tri,0.2209336757659912,58
A0A0P0FKS2,arginine,Di,0.2653382122516632,47
A0A0P0FKS2,arginine,Mono,0.3355284258723259,32
A0A0P0FKS2,arginine,Tri,0.2974885255098343,40
A0A0P0FKS2,asparagine,Di,0.35444293916225433,24
A0A0P0FKS2,asparagine,Mono,0.4417247921228409,8
A0A0P0FKS2,asparagine,Tri,0.34890805184841156,27
A0A0P0FKS2,cadaverine,Di,0.3019272983074188,38
