Enzyme,Amine,Hydroxyl,active,raw,calibrated,was
A0A078S2R5,cystine,Tri,0,0.0176,0.0264,dev
A0A078S2R5,dopamine,Di,1,0.3479,0.2642,dev
A0A078S2R5,dopamine,Mono,0,0.033,0.0264,dev
A0A078S2R5,dopamine,Tri,1,0.9384,0.7921,dev
A0A078S2R5,gaba,Di,1,0.6731,0.5862,dev
A0A078S2R5,gaba,Mono,1,0.4652,0.37,dev
A0A078S2R5,gaba,Tri,1,0.7936,0.7547,dev
A0A078S2R5,glutamine,Di,0,0.0122,0.0264,dev
A0A078S2R5,glutamine,Mono,1,0.004,0.0096,dev
A0A078S2R5,glutamine,Tri,0,0.0099,0.0179,dev
A0A078S2R5,glyglycine,Di,0,0.0167,0.0264,dev
A0A078S2R5,glyglycine,Mono,0,0.0028,0.0096,dev
A0A078S2R5,glyglycine,Tri,0,0.0245,0.0264,dev
A0A078S2R5,histidine,Di,0,0.0007,0.0069,dev
A0A078S2R5,histidine,Mono,0,0.0003,0.0069,dev
A0A078S2R5,histidine,Tri,0,0.0017,0.0096,dev
A0A078S2R5,lysine,Di,0,0.076,0.0679,dev
A0A078S2R5,lysine,Mono,0,0.0081,0.0167,dev
A0A078S2R5,lysine,Tri,0,0.0119,0.0264,dev
A0A078S2R5,methionine,Di,0,0.0278,0.0264,dev
A0A078S2R5,methionine,Mono,0,0.0049,0.0097,dev
A0A078S2R5,methionine,Tri,0,0.0167,0.0264,dev
A0A078S2R5,ornithine,Di,1,0.0818,0.0741,dev
A0A078S2R5,ornithine,Mono,1,0.0125,0.0264,dev
A0A078S2R5,ornithine,Tri,0,0.0219,0.0264,dev
A0A078S2R5,phenylalanine,Di,1,0.9324,0.7921,dev
A0A078S2R5,phenylalanine,Mono,0,0.0556,0.0679,dev
A0A078S2R5,phenylalanine,Tri,1,0.9526,0.7921,dev
A0A078S2R5,proline,Di,0,0.0044,0.0096,dev
A0A078S2R5,proline,Mono,0,0.0027,0.0096,dev
A0A078S2R5,proline,Tri,0,0.0262,0.0264,dev
A0A078S2R5,putrescine,Di,0,0.0031,0.0096,dev
A0A078S2R5,putrescine,Mono,0,0.0007,0.0069,dev
A0A078S2R5,putrescine,Tri,0,0.0088,0.0179,dev
A0A078S2R5,serine,Di,0,0.0249,0.0264,dev
A0A078S2R5,serine,Mono,0,0.0338,0.0264,dev
A0A078S2R5,serine,Tri,0,0.0291,0.0264,dev
A0A078S2R5,serotonin,Di,0,0.003,0.0096,dev
A0A078S2R5,serotonin,Mono,1,0.0186,0.0264,dev
A0A078S2R5,serotonin,Tri,0,0.008,0.0167,dev
A0A078S2R5,threonine,Di,0,0.0059,0.0157,dev
A0A078S2R5,threonine,Mono,0,0.0096,0.0179,dev
A0A078S2R5,threonine,Tri,0,0.0011,0.0096,dev
A0A078S2R5,tryptamine,Di,0,0.0031,0.0096,dev
A0A078S2R5,tryptamine,Mono,0,0.0004,0.0069,dev
A0A078S2R5,tryptamine,Tri,0,0.0087,0.0179,dev
A0A078S2R5,tyramine,Di,0,0.0127,0.0264,dev
A0A078S2R5,tyramine,Mono,1,0.0817,0.0741,dev
A0A078S2R5,tyramine,Tri,0,0.0295,0.0264,dev
A0A096B1U0,"2,3_diaminopropionic acid",Di,0,0.0148,0.0264,dev
A0A096B1U0,"2,3_diaminopropionic acid",Mono,0,0.0032,0.0096,dev
A0A096B1U0,"2,3_diaminopropionic acid",Tri,0,0.1044,0.0758,dev
A0A096B1U0,2_aminophenol,Di,0,0.0651,0.0679,dev
A0A096B1U0,2_aminophenol,Mono,0,0.0026,0.0096,dev
A0A096B1U0,2_aminophenol,Tri,0,0.1466,0.1192,dev
A0A096B1U0,3_methoxytyramine,Di,0,0.018,0.0264,dev
A0A096B1U0,3_methoxytyramine,Mono,0,0.0008,0.0069,dev
A0A096B1U0,3_methoxytyramine,Tri,0,0.0201,0.0264,dev
A0A096B1U0,alanine,Di,1,0.9697,0.8273,dev
A0A096B1U0,alanine,Mono,1,0.7632,0.7234,dev
A0A096B1U0,alanine,Tri,0,0.117,0.0758,dev
A0A096B1U0,arginine,Di,0,0.0002,0.0069,dev
A0A096B1U0,arginine,Mono,0,0.0,0.0,dev
A0A096B1U0,arginine,Tri,0,0.0003,0.0069,dev
A0A096B1U0,asparagine,Di,0,0.0564,0.0679,dev
A0A096B1U0,asparagine,Mono,0,0.0199,0.0264,dev
A0A096B1U0,asparagine,Tri,1,0.9724,0.8273,dev
A0A096B1U0,cadaverine,Di,0,0.0007,0.0069,dev
A0A096B1U0,cadaverine,Mono,0,0.0002,0.0069,dev
A0A096B1U0,cadaverine,Tri,0,0.0021,0.0096,dev
A0A096B1U0,citrulline,Di,0,0.0011,0.0096,dev
A0A096B1U0,citrulline,Mono,0,0.0002,0.0069,dev
A0A096B1U0,citrulline,Tri,0,0.0007,0.0069,dev
A0A096B1U0,cystine,Di,0,0.001,0.0069,dev
A0A096B1U0,cystine,Mono,0,0.0001,0.0058,dev
A0A096B1U0,cystine,Tri,0,0.0016,0.0096,dev
A0A096B1U0,dopamine,Di,0,0.0964,0.0758,dev
A0A096B1U0,dopamine,Mono,0,0.0136,0.0264,dev
A0A096B1U0,dopamine,Tri,1,0.9377,0.7921,dev
A0A096B1U0,gaba,Di,1,0.9926,0.8962,dev
A0A096B1U0,gaba,Mono,1,0.9854,0.8343,dev
A0A096B1U0,gaba,Tri,1,0.9952,0.8962,dev
A0A096B1U0,glutamine,Di,0,0.01,0.0179,dev
A0A096B1U0,glutamine,Mono,0,0.0052,0.0157,dev
A0A096B1U0,glutamine,Tri,0,0.0097,0.0179,dev
A0A096B1U0,glyglycine,Di,0,0.0043,0.0096,dev
A0A096B1U0,glyglycine,Mono,0,0.0009,0.0069,dev
A0A096B1U0,glyglycine,Tri,0,0.0065,0.0157,dev
A0A096B1U0,histidine,Di,0,0.0005,0.0069,dev
A0A096B1U0,histidine,Mono,0,0.0002,0.0069,dev
A0A096B1U0,histidine,Tri,0,0.0014,0.0096,dev
A0A096B1U0,lysine,Di,0,0.0081,0.0167,dev
A0A096B1U0,lysine,Mono,0,0.001,0.0069,dev
A0A096B1U0,lysine,Tri,0,0.0018,0.0096,dev
A0A096B1U0,methionine,Di,0,0.0026,0.0096,dev
A0A096B1U0,methionine,Mono,0,0.0008,0.0069,dev
A0A096B1U0,methionine,Tri,0,0.0035,0.0096,dev
A0A096B1U0,ornithine,Di,0,0.0086,0.0167,dev
A0A096B1U0,ornithine,Mono,0,0.0017,0.0096,dev
A0A096B1U0,ornithine,Tri,0,0.0042,0.0096,dev
A0A096B1U0,phenylalanine,Di,1,0.973,0.8273,dev
A0A096B1U0,phenylalanine,Mono,0,0.0677,0.0679,dev
A0A096B1U0,phenylalanine,Tri,1,0.9892,0.8873,dev
A0A096B1U0,proline,Di,0,0.0008,0.0069,dev
A0A096B1U0,proline,Mono,0,0.0004,0.0069,dev
A0A096B1U0,proline,Tri,0,0.0048,0.0097,dev
A0A096B1U0,putrescine,Di,0,0.0008,0.0069,dev
A0A096B1U0,putrescine,Mono,0,0.0002,0.0069,dev
A0A096B1U0,putrescine,Tri,0,0.0022,0.0096,dev
A0A096B1U0,serine,Di,0,0.015,0.0264,dev
A0A096B1U0,serine,Mono,0,0.0163,0.0264,dev
A0A096B1U0,serine,Tri,0,0.02,0.0264,dev
A0A096B1U0,serotonin,Di,0,0.0006,0.0069,dev
A0A096B1U0,serotonin,Mono,0,0.0034,0.0096,dev
A0A096B1U0,serotonin,Tri,0,0.0024,0.0096,dev
A0A096B1U0,threonine,Di,0,0.0007,0.0069,dev
A0A096B1U0,threonine,Mono,0,0.0019,0.0096,dev
A0A096B1U0,threonine,Tri,0,0.0003,0.0069,dev
A0A096B1U0,tryptamine,Di,0,0.0004,0.0069,dev
A0A096B1U0,tryptamine,Mono,0,0.0,0.0,dev
A0A096B1U0,tryptamine,Tri,0,0.0013,0.0096,dev
A0A096B1U0,tyramine,Di,0,0.0037,0.0096,dev
A0A096B1U0,tyramine,Mono,0,0.0383,0.046,dev
A0A096B1U0,tyramine,Tri,0,0.0155,0.0264,dev
A0A096DGB7,"2,3_diaminopropionic acid",Di,0,0.0343,0.0264,test
A0A096DGB7,"2,3_diaminopropionic acid",Mono,0,0.0031,0.0096,test
A0A096DGB7,"2,3_diaminopropionic acid",Tri,1,0.2993,0.22,test
A0A096DGB7,2_aminophenol,Di,1,0.3257,0.2642,test
A0A096DGB7,2_aminophenol,Mono,0,0.0059,0.0157,test
A0A096DGB7,2_aminophenol,Tri,1,0.5185,0.4048,test
A0A096DGB7,3_methoxytyramine,Di,0,0.0313,0.0264,test
A0A096DGB7,3_methoxytyramine,Mono,0,0.0005,0.0069,test
A0A096DGB7,3_methoxytyramine,Tri,0,0.0251,0.0264,test
A0A096DGB7,alanine,Di,1,0.927,0.7921,test
A0A096DGB7,alanine,Mono,1,0.3407,0.2642,test
A0A096DGB7,alanine,Tri,0,0.114,0.0758,test
A0A096DGB7,arginine,Di,0,0.0006,0.0069,test
A0A096DGB7,arginine,Mono,0,0.0001,0.0058,test
A0A096DGB7,arginine,Tri,0,0.0016,0.0096,test
A0A096DGB7,asparagine,Di,0,0.0588,0.0679,test
A0A096DGB7,asparagine,Mono,0,0.0098,0.0179,test
A0A096DGB7,asparagine,Tri,1,0.9761,0.8343,test
A0A096DGB7,cadaverine,Di,0,0.0009,0.0069,test
A0A096DGB7,cadaverine,Mono,0,0.0001,0.0058,test
A0A096DGB7,cadaverine,Tri,0,0.0028,0.0096,test
A0A096DGB7,citrulline,Di,0,0.0024,0.0096,test
A0A096DGB7,citrulline,Mono,0,0.0002,0.0069,test
A0A096DGB7,citrulline,Tri,0,0.0018,0.0096,test
A0A096DGB7,cystine,Di,0,0.0021,0.0096,test
A0A096DGB7,cystine,Mono,0,0.0001,0.0058,test
A0A096DGB7,cystine,Tri,0,0.0033,0.0096,test
A0A096DGB7,dopamine,Di,0,0.094,0.0758,test
A0A096DGB7,dopamine,Mono,0,0.0045,0.0096,test
A0A096DGB7,dopamine,Tri,1,0.8783,0.7547,test
A0A096DGB7,gaba,Di,1,0.9754,0.8333,test
A0A096DGB7,gaba,Mono,1,0.9194,0.7921,test
A0A096DGB7,gaba,Tri,1,0.9868,0.8343,test
A0A096DGB7,glutamine,Di,0,0.0195,0.0264,test
A0A096DGB7,glutamine,Mono,0,0.0042,0.0096,test
A0A096DGB7,glutamine,Tri,0,0.0133,0.0264,test
A0A096DGB7,glyglycine,Di,0,0.0099,0.0179,test
A0A096DGB7,glyglycine,Mono,0,0.001,0.0069,test
A0A096DGB7,glyglycine,Tri,0,0.0175,0.0264,test
A0A096DGB7,histidine,Di,0,0.0007,0.0069,test
A0A096DGB7,histidine,Mono,0,0.0001,0.0069,test
A0A096DGB7,histidine,Tri,0,0.002,0.0096,test
A0A096DGB7,lysine,Di,0,0.0145,0.0264,test
A0A096DGB7,lysine,Mono,0,0.001,0.0096,test
A0A096DGB7,lysine,Tri,0,0.0033,0.0096,test
A0A096DGB7,methionine,Di,0,0.006,0.0157,test
A0A096DGB7,methionine,Mono,0,0.0011,0.0096,test
A0A096DGB7,methionine,Tri,0,0.0063,0.0157,test
A0A096DGB7,ornithine,Di,0,0.0072,0.0167,test
A0A096DGB7,ornithine,Mono,0,0.0008,0.0069,test
A0A096DGB7,ornithine,Tri,0,0.0045,0.0096,test
A0A096DGB7,phenylalanine,Di,1,0.9717,0.8273,test
A0A096DGB7,phenylalanine,Mono,0,0.0412,0.046,test
A0A096DGB7,phenylalanine,Tri,1,0.9876,0.8343,test
A0A096DGB7,proline,Di,0,0.0014,0.0096,test
A0A096DGB7,proline,Mono,0,0.0003,0.0069,test
A0A096DGB7,proline,Tri,0,0.0084,0.0167,test
A0A096DGB7,putrescine,Di,0,0.001,0.0069,test
A0A096DGB7,putrescine,Mono,0,0.0001,0.0058,test
A0A096DGB7,putrescine,Tri,0,0.0029,0.0096,test
A0A096DGB7,serine,Di,0,0.0278,0.0264,test
A0A096DGB7,serine,Mono,0,0.0243,0.0264,test
A0A096DGB7,serine,Tri,0,0.0291,0.0264,test
A0A096DGB7,serotonin,Di,0,0.0006,0.0069,test
A0A096DGB7,serotonin,Mono,0,0.0011,0.0096,test
A0A096DGB7,serotonin,Tri,0,0.0025,0.0096,test
A0A096DGB7,threonine,Di,0,0.0013,0.0096,test
A0A096DGB7,threonine,Mono,0,0.0038,0.0096,test
A0A096DGB7,threonine,Tri,0,0.0003,0.0069,test
A0A096DGB7,tryptamine,Di,0,0.0007,0.0069,test
A0A096DGB7,tryptamine,Mono,0,0.0,0.0,test
A0A096DGB7,tryptamine,Tri,0,0.0024,0.0096,test
A0A096DGB7,tyramine,Di,0,0.0041,0.0096,test
A0A096DGB7,tyramine,Mono,0,0.0128,0.0264,test
A0A096DGB7,tyramine,Tri,0,0.0177,0.0264,test
A0A096KTH7,"2,3_diaminopropionic acid",Di,0,0.0114,0.0264,dev
A0A096KTH7,"2,3_diaminopropionic acid",Mono,0,0.0026,0.0096,dev
A0A096KTH7,"2,3_diaminopropionic acid",Tri,1,0.1751,0.1317,dev
A0A096KTH7,2_aminophenol,Di,1,0.4147,0.37,dev
A0A096KTH7,2_aminophenol,Mono,0,0.028,0.0264,dev
A0A096KTH7,2_aminophenol,Tri,1,0.691,0.6364,dev
A0A096KTH7,3_methoxytyramine,Di,0,0.0162,0.0264,dev
A0A096KTH7,3_methoxytyramine,Mono,0,0.0006,0.0069,dev
A0A096KTH7,3_methoxytyramine,Tri,0,0.0197,0.0264,dev
A0A096KTH7,alanine,Di,1,0.9215,0.7921,dev
A0A096KTH7,alanine,Mono,1,0.5443,0.4048,dev
A0A096KTH7,alanine,Tri,1,0.1773,0.1317,dev
A0A096KTH7,arginine,Di,0,0.0003,0.0069,dev
A0A096KTH7,arginine,Mono,0,0.0,0.0,dev
A0A096KTH7,arginine,Tri,0,0.0006,0.0069,dev
A0A096KTH7,asparagine,Di,0,0.0234,0.0264,dev
A0A096KTH7,asparagine,Mono,0,0.0077,0.0167,dev
A0A096KTH7,asparagine,Tri,1,0.8946,0.7547,dev
A0A096KTH7,cadaverine,Di,0,0.0004,0.0069,dev
A0A096KTH7,cadaverine,Mono,0,0.0001,0.0058,dev
A0A096KTH7,cadaverine,Tri,0,0.0012,0.0096,dev
A0A096KTH7,citrulline,Di,0,0.0008,0.0069,dev
A0A096KTH7,citrulline,Mono,0,0.0001,0.0058,dev
A0A096KTH7,citrulline,Tri,0,0.0007,0.0069,dev
A0A096KTH7,cystine,Di,0,0.0022,0.0096,dev
A0A096KTH7,cystine,Mono,0,0.0002,0.0069,dev
A0A096KTH7,cystine,Tri,0,0.0041,0.0096,dev
A0A096KTH7,dopamine,Di,0,0.0504,0.0679,dev
A0A096KTH7,dopamine,Mono,0,0.006,0.0157,dev
A0A096KTH7,dopamine,Tri,0,0.8925,0.7547,dev
A0A096KTH7,gaba,Di,1,0.9681,0.8273,dev
A0A096KTH7,gaba,Mono,1,0.8807,0.7547,dev
A0A096KTH7,gaba,Tri,1,0.9832,0.8343,dev
A0A096KTH7,glutamine,Di,0,0.011,0.0264,dev
A0A096KTH7,glutamine,Mono,0,0.004,0.0096,dev
A0A096KTH7,glutamine,Tri,0,0.0165,0.0264,dev
A0A096KTH7,glyglycine,Di,0,0.0089,0.0179,dev
A0A096KTH7,glyglycine,Mono,0,0.0019,0.0096,dev
A0A096KTH7,glyglycine,Tri,1,0.0363,0.046,dev
A0A096KTH7,histidine,Di,0,0.0003,0.0069,dev
A0A096KTH7,histidine,Mono,0,0.0002,0.0069,dev
A0A096KTH7,histidine,Tri,0,0.0017,0.0096,dev
A0A096KTH7,lysine,Di,1,0.0183,0.0264,dev
A0A096KTH7,lysine,Mono,0,0.0006,0.0069,dev
A0A096KTH7,lysine,Tri,0,0.0023,0.0096,dev
A0A096KTH7,methionine,Di,0,0.0033,0.0096,dev
A0A096KTH7,methionine,Mono,0,0.0009,0.0069,dev
A0A096KTH7,methionine,Tri,0,0.0085,0.0167,dev
A0A096KTH7,ornithine,Di,0,0.0057,0.0157,dev
A0A096KTH7,ornithine,Mono,0,0.0004,0.0069,dev
A0A096KTH7,ornithine,Tri,0,0.0029,0.0096,dev
A0A096KTH7,phenylalanine,Di,0,0.9352,0.7921,dev
A0A096KTH7,phenylalanine,Mono,0,0.0566,0.0679,dev
A0A096KTH7,phenylalanine,Tri,1,0.9715,0.8273,dev
A0A096KTH7,proline,Di,0,0.0003,0.0069,dev
A0A096KTH7,proline,Mono,0,0.0001,0.0058,dev
A0A096KTH7,proline,Tri,0,0.0062,0.0157,dev
A0A096KTH7,putrescine,Di,0,0.0007,0.0069,dev
A0A096KTH7,putrescine,Mono,0,0.0001,0.0058,dev
A0A096KTH7,putrescine,Tri,0,0.0022,0.0096,dev
A0A096KTH7,serine,Di,0,0.0182,0.0264,dev
A0A096KTH7,serine,Mono,1,0.0349,0.046,dev
A0A096KTH7,serine,Tri,0,0.024,0.0264,dev
A0A096KTH7,serotonin,Di,0,0.0003,0.0069,dev
A0A096KTH7,serotonin,Mono,0,0.0033,0.0096,dev
A0A096KTH7,serotonin,Tri,0,0.0014,0.0096,dev
A0A096KTH7,threonine,Di,0,0.0008,0.0069,dev
A0A096KTH7,threonine,Mono,0,0.0027,0.0096,dev
A0A096KTH7,threonine,Tri,0,0.0003,0.0069,dev
A0A096KTH7,tryptamine,Di,0,0.0002,0.0069,dev
A0A096KTH7,tryptamine,Mono,0,0.0001,0.0058,dev
A0A096KTH7,tryptamine,Tri,0,0.0011,0.0096,dev
A0A096KTH7,tyramine,Di,0,0.0039,0.0096,dev
A0A096KTH7,tyramine,Mono,0,0.0487,0.0679,dev
A0A096KTH7,tyramine,Tri,0,0.0153,0.0264,dev
A0A0B8QU93,"2,3_diaminopropionic acid",Di,0,0.0031,0.0096,test
A0A0B8QU93,"2,3_diaminopropionic acid",Mono,0,0.0004,0.0069,test
A0A0B8QU93,"2,3_diaminopropionic acid",Tri,0,0.053,0.0679,test
A0A0B8QU93,2_aminophenol,Di,0,0.0407,0.046,test
A0A0B8QU93,2_aminophenol,Mono,0,0.0016,0.0096,test
A0A0B8QU93,2_aminophenol,Tri,0,0.1242,0.0781,test
A0A0B8QU93,3_methoxytyramine,Di,0,0.0024,0.0096,test
A0A0B8QU93,3_methoxytyramine,Mono,0,0.0001,0.0058,test
A0A0B8QU93,3_methoxytyramine,Tri,0,0.0064,0.0157,test
A0A0B8QU93,alanine,Di,1,0.7271,0.7234,test
A0A0B8QU93,alanine,Mono,1,0.1622,0.1192,test
A0A0B8QU93,alanine,Tri,0,0.028,0.0264,test
A0A0B8QU93,arginine,Di,0,0.0001,0.0058,test
A0A0B8QU93,arginine,Mono,0,0.0,0.0,test
A0A0B8QU93,arginine,Tri,0,0.0002,0.0069,test
A0A0B8QU93,asparagine,Di,0,0.0108,0.0264,test
A0A0B8QU93,asparagine,Mono,0,0.003,0.0096,test
A0A0B8QU93,asparagine,Tri,1,0.8587,0.7547,test
A0A0B8QU93,cadaverine,Di,0,0.0001,0.0058,test
A0A0B8QU93,cadaverine,Mono,0,0.0,0.0,test
A0A0B8QU93,cadaverine,Tri,0,0.0005,0.0069,test
A0A0B8QU93,citrulline,Di,0,0.0002,0.0069,test
A0A0B8QU93,citrulline,Mono,0,0.0,0.0,test
A0A0B8QU93,citrulline,Tri,0,0.0002,0.0069,test
A0A0B8QU93,cystine,Di,0,0.0003,0.0069,test
A0A0B8QU93,cystine,Mono,0,0.0,0.0,test
A0A0B8QU93,cystine,Tri,0,0.0011,0.0096,test
A0A0B8QU93,dopamine,Di,0,0.0222,0.0264,test
A0A0B8QU93,dopamine,Mono,0,0.0022,0.0096,test
A0A0B8QU93,dopamine,Tri,1,0.833,0.7547,test
A0A0B8QU93,gaba,Di,1,0.7305,0.7234,test
A0A0B8QU93,gaba,Mono,1,0.4357,0.37,test
A0A0B8QU93,gaba,Tri,1,0.9051,0.7921,test
A0A0B8QU93,glutamine,Di,0,0.0008,0.0069,test
A0A0B8QU93,glutamine,Mono,0,0.0003,0.0069,test
A0A0B8QU93,glutamine,Tri,0,0.0015,0.0096,test
A0A0B8QU93,glyglycine,Di,0,0.0009,0.0069,test
A0A0B8QU93,glyglycine,Mono,0,0.0001,0.0058,test
A0A0B8QU93,glyglycine,Tri,0,0.0043,0.0096,test
A0A0B8QU93,histidine,Di,0,0.0001,0.0058,test
A0A0B8QU93,histidine,Mono,0,0.0,0.0,test
A0A0B8QU93,histidine,Tri,0,0.0006,0.0069,test
A0A0B8QU93,lysine,Di,0,0.0019,0.0096,test
A0A0B8QU93,lysine,Mono,0,0.0001,0.0058,test
A0A0B8QU93,lysine,Tri,0,0.0005,0.0069,test
A0A0B8QU93,methionine,Di,0,0.0003,0.0069,test
A0A0B8QU93,methionine,Mono,0,0.0001,0.0058,test
A0A0B8QU93,methionine,Tri,0,0.0008,0.0069,test
A0A0B8QU93,ornithine,Di,0,0.0022,0.0096,test
A0A0B8QU93,ornithine,Mono,0,0.0002,0.0069,test
A0A0B8QU93,ornithine,Tri,0,0.0015,0.0096,test
A0A0B8QU93,phenylalanine,Di,1,0.761,0.7234,test
