accession,amine,core,horizyn,rank,active,raw_full
A0A096B1U0,phenylalanine,Mono,0.3177579343318939,2,False,0.1062
A0A096B1U0,phenylalanine,Tri,0.2528789639472961,15,True,0.9876
A0A096B1U0,proline,Di,0.130930446088314,64,False,0.0007
A0A096B1U0,proline,Mono,0.302872359752655,5,False,0.0003
A0A096B1U0,proline,Tri,0.1385231614112854,62,False,0.0078
A0A096B1U0,putrescine,Di,0.1450396478176117,61,False,0.0019
A0A096B1U0,putrescine,Mono,0.2394898980855941,22,False,0.0004
A0A096B1U0,putrescine,Tri,0.1294213607907295,66,False,0.0054
A0A096B1U0,serine,Di,0.2612573131918907,12,False,0.0542
A0A096B1U0,serine,Mono,0.3190353065729141,1,False,0.0424
A0A096B1U0,serine,Tri,0.2274311482906341,25,False,0.0157
A0A096B1U0,serotonin,Di,0.200274609029293,36,False,0.0005
A0A096B1U0,serotonin,Mono,0.1918006092309951,39,False,0.0024
A0A096B1U0,serotonin,Tri,0.1855707094073295,43,False,0.0014
A0A096B1U0,threonine,Di,0.2859488129615783,7,False,0.0022
A0A096B1U0,threonine,Mono,0.2778018042445183,10,False,0.0053
A0A096B1U0,threonine,Tri,0.2118698060512542,30,False,0.0004
A0A096B1U0,tryptamine,Di,0.1630893945693969,53,False,0.0003
A0A096B1U0,tryptamine,Mono,0.1558045148849487,56,False,0.0
A0A096B1U0,tryptamine,Tri,0.1535465195775032,57,False,0.0009
A0A096B1U0,tyramine,Di,0.1943085938692093,37,False,0.0082
A0A096B1U0,tyramine,Mono,0.1672588288784027,51,False,0.0643
A0A096B1U0,tyramine,Tri,0.149666354060173,60,False,0.0238
A0A096DGB7,"2,3_diaminopropionic acid",Di,0.3281809687614441,18,False,0.121
A0A096DGB7,"2,3_diaminopropionic acid",Mono,0.3066341131925583,23,False,0.03
A0A096DGB7,"2,3_diaminopropionic acid",Tri,0.3343989104032516,16,True,0.8464
A0A096DGB7,2_aminophenol,Di,0.3360161334276199,15,True,0.8858
A0A096DGB7,2_aminophenol,Mono,0.3130226284265518,22,False,0.2085
A0A096DGB7,2_aminophenol,Tri,0.2994669079780578,26,True,0.9466
A0A096DGB7,3_methoxytyramine,Di,0.1077903024852275,73,False,0.0397
A0A096DGB7,3_methoxytyramine,Mono,0.1201027557253837,72,False,0.0023
A0A096DGB7,3_methoxytyramine,Tri,0.0894317254424095,75,False,0.0729
A0A096DGB7,alanine,Di,0.1659764125943184,67,True,0.9884
A0A096DGB7,alanine,Mono,0.256379209458828,34,True,0.9068
A0A096DGB7,alanine,Tri,0.2171043902635574,56,False,0.474
A0A096DGB7,arginine,Di,0.2247419506311416,51,False,0.0021
A0A096DGB7,arginine,Mono,0.2695957124233246,30,False,0.0005
A0A096DGB7,arginine,Tri,0.2620704621076584,33,False,0.012
A0A096DGB7,asparagine,Di,0.2831005677580833,28,False,0.1169
A0A096DGB7,asparagine,Mono,0.3245907127857208,19,False,0.0393
A0A096DGB7,asparagine,Tri,0.29793381690979,27,True,0.9795
A0A096DGB7,cadaverine,Di,0.2035395056009292,61,False,0.0039
A0A096DGB7,cadaverine,Mono,0.23598562926054,48,False,0.0008
A0A096DGB7,cadaverine,Tri,0.2166825458407402,57,False,0.0114
A0A096DGB7,citrulline,Di,0.3006393760442734,25,False,0.0113
A0A096DGB7,citrulline,Mono,0.3755990862846374,4,False,0.0022
A0A096DGB7,citrulline,Tri,0.3015113770961761,24,False,0.0108
A0A096DGB7,cystine,Di,0.1412635818123817,70,False,0.0053
A0A096DGB7,cystine,Mono,0.2523194402456283,36,False,0.0008
A0A096DGB7,cystine,Tri,0.1794657409191131,66,False,0.012
A0A096DGB7,dopamine,Di,0.2196494564414024,53,False,0.209
A0A096DGB7,dopamine,Mono,0.2451080158352852,40,False,0.0292
A0A096DGB7,dopamine,Tri,0.2115368694067001,59,True,0.9485
A0A096DGB7,gaba,Di,0.1640398204326629,68,True,0.9944
A0A096DGB7,gaba,Mono,0.2401494830846786,45,True,0.9829
A0A096DGB7,gaba,Tri,0.1887808665633201,64,True,0.9976
A0A096DGB7,glutamine,Di,0.3665381520986557,6,False,0.0197
A0A096DGB7,glutamine,Mono,0.3392346352338791,13,False,0.0121
A0A096DGB7,glutamine,Tri,0.3178200721740722,21,False,0.034
A0A096DGB7,glyglycine,Di,0.1213906593620777,71,False,0.0145
A0A096DGB7,glyglycine,Mono,0.1998427808284759,63,False,0.004
A0A096DGB7,glyglycine,Tri,0.0916744135320186,74,False,0.0944
A0A096DGB7,histidine,Di,0.321955069899559,20,False,0.0017
A0A096DGB7,histidine,Mono,0.3651697635650635,7,False,0.0008
A0A096DGB7,histidine,Tri,0.3435232937335968,10,False,0.0104
A0A096DGB7,lysine,Di,0.2429316341876983,43,False,0.1128
A0A096DGB7,lysine,Mono,0.2543797940015793,35,False,0.0133
A0A096DGB7,lysine,Tri,0.2390173152089119,47,False,0.0221
A0A096DGB7,methionine,Di,0.1537302136421203,69,False,0.0362
A0A096DGB7,methionine,Mono,0.2177616655826568,55,False,0.012
A0A096DGB7,methionine,Tri,0.1814027577638626,65,False,0.0738
A0A096DGB7,ornithine,Di,0.2160466462373733,58,False,0.0228
A0A096DGB7,ornithine,Mono,0.2407756298780441,44,False,0.005
A0A096DGB7,ornithine,Tri,0.2490442991256714,38,False,0.0162
A0A096DGB7,phenylalanine,Di,0.362780824303627,8,True,0.9874
A0A096DGB7,phenylalanine,Mono,0.3821310997009277,1,False,0.2311
A0A096DGB7,phenylalanine,Tri,0.3412327617406845,11,True,0.9944
A0A096DGB7,proline,Di,0.2390735000371933,46,False,0.0016
A0A096DGB7,proline,Mono,0.3790991306304931,2,False,0.0006
A0A096DGB7,proline,Tri,0.2355943471193313,49,False,0.0133
A0A096DGB7,putrescine,Di,0.2190150022506714,54,False,0.0051
A0A096DGB7,putrescine,Mono,0.2791247218847275,29,False,0.0011
A0A096DGB7,putrescine,Tri,0.2028098702430725,62,False,0.015
A0A096DGB7,serine,Di,0.3368683606386184,14,False,0.2
A0A096DGB7,serine,Mono,0.3612867742776871,9,False,0.1813
A0A096DGB7,serine,Tri,0.340023398399353,12,False,0.0545
A0A096DGB7,serotonin,Di,0.2488342672586441,39,False,0.0017
A0A096DGB7,serotonin,Mono,0.2435309141874313,42,False,0.0122
A0A096DGB7,serotonin,Tri,0.2645770162343979,31,False,0.0043
A0A096DGB7,threonine,Di,0.3767928779125213,3,False,0.0145
A0A096DGB7,threonine,Mono,0.3703341782093048,5,False,0.0344
A0A096DGB7,threonine,Tri,0.3339291512966156,17,False,0.0018
A0A096DGB7,tryptamine,Di,0.2296915426850319,50,False,0.0013
A0A096DGB7,tryptamine,Mono,0.2079212814569473,60,False,0.0001
A0A096DGB7,tryptamine,Tri,0.2203063294291496,52,False,0.0037
A0A096DGB7,tyramine,Di,0.2503429651260376,37,False,0.0272
A0A096DGB7,tyramine,Mono,0.2640282660722732,32,False,0.2598
A0A096DGB7,tyramine,Tri,0.2447970509529113,41,False,0.0717
A0A0F0CI09,"2,3_diaminopropionic acid",Di,0.1498086974024772,18,False,0.0078
A0A0F0CI09,"2,3_diaminopropionic acid",Mono,0.1206113174557685,26,False,0.0015
A0A0F0CI09,"2,3_diaminopropionic acid",Tri,0.1435994431376457,23,False,0.1201
A0A0F0CI09,2_aminophenol,Di,0.1712888479232788,12,False,0.0479
A0A0F0CI09,2_aminophenol,Mono,0.146277904510498,21,False,0.0031
A0A0F0CI09,2_aminophenol,Tri,0.1376088410615921,24,False,0.1256
A0A0F0CI09,3_methoxytyramine,Di,0.0248635103926062,65,False,0.0073
A0A0F0CI09,3_methoxytyramine,Mono,-0.0626309514045715,75,False,0.0003
A0A0F0CI09,3_methoxytyramine,Tri,-0.0307577913627028,74,False,0.0137
A0A0F0CI09,alanine,Di,0.0526767307892441,53,True,0.9534
A0A0F0CI09,alanine,Mono,0.0899183340370655,35,False,0.6396
A0A0F0CI09,alanine,Tri,0.0578003413975238,47,False,0.0918
A0A0F0CI09,arginine,Di,0.1163023374974727,29,False,0.0002
A0A0F0CI09,arginine,Mono,0.0889189327135682,36,False,0.0
A0A0F0CI09,arginine,Tri,0.1483710259199142,19,False,0.0005
A0A0F0CI09,asparagine,Di,0.1168491579592228,28,False,0.0484
A0A0F0CI09,asparagine,Mono,0.1555117294192314,16,False,0.0143
A0A0F0CI09,asparagine,Tri,0.1132367923855781,30,True,0.9524
A0A0F0CI09,cadaverine,Di,0.0469172373414039,57,False,0.001
A0A0F0CI09,cadaverine,Mono,0.0567224901169538,48,False,0.0002
A0A0F0CI09,cadaverine,Tri,0.0713775344192981,42,False,0.0025
A0A0F0CI09,citrulline,Di,0.1457942239940166,22,False,0.0018
A0A0F0CI09,citrulline,Mono,0.1813482008874416,9,False,0.0003
A0A0F0CI09,citrulline,Tri,0.1356658414006233,25,False,0.0012
A0A0F0CI09,cystine,Di,-0.0124131552875041,72,False,0.0005
A0A0F0CI09,cystine,Mono,0.0484696105122566,56,False,0.0001
A0A0F0CI09,cystine,Tri,0.0306131821125745,62,False,0.001
A0A0F0CI09,dopamine,Di,0.060850229114294,45,False,0.0759
A0A0F0CI09,dopamine,Mono,0.0255504623055458,64,False,0.0087
A0A0F0CI09,dopamine,Tri,0.0563425226137042,50,True,0.919
A0A0F0CI09,gaba,Di,0.0060375825269147,70,True,0.993
A0A0F0CI09,gaba,Mono,0.0241271066479384,66,True,0.9775
A0A0F0CI09,gaba,Tri,0.0505326548591256,54,True,0.9966
A0A0F0CI09,glutamine,Di,0.1743012815713882,11,False,0.0027
A0A0F0CI09,glutamine,Mono,0.1774415150284767,10,False,0.0016
A0A0F0CI09,glutamine,Tri,0.1172436401247978,27,False,0.0054
A0A0F0CI09,glyglycine,Di,0.0539660230278968,51,False,0.0041
A0A0F0CI09,glyglycine,Mono,0.0019326242618262,71,False,0.001
A0A0F0CI09,glyglycine,Tri,-0.0218284805305302,73,False,0.0258
A0A0F0CI09,histidine,Di,0.1655311584472656,13,False,0.0009
A0A0F0CI09,histidine,Mono,0.2197491526603698,4,False,0.0003
A0A0F0CI09,histidine,Tri,0.1475898548960685,20,False,0.005
A0A0F0CI09,lysine,Di,0.0526883229613304,52,False,0.0336
A0A0F0CI09,lysine,Mono,0.0373403364792466,61,False,0.0015
A0A0F0CI09,lysine,Tri,0.0881520844995975,38,False,0.0029
A0A0F0CI09,methionine,Di,0.048813059926033,55,False,0.0024
A0A0F0CI09,methionine,Mono,0.0922366753220558,34,False,0.0008
A0A0F0CI09,methionine,Tri,0.0603777002543211,46,False,0.0064
A0A0F0CI09,ornithine,Di,0.0445497129112482,58,False,0.0029
A0A0F0CI09,ornithine,Mono,0.0127783236093819,69,False,0.0005
A0A0F0CI09,ornithine,Tri,0.1020009145140647,31,False,0.0016
A0A0F0CI09,phenylalanine,Di,0.2255642265081405,2,True,0.9656
A0A0F0CI09,phenylalanine,Mono,0.2207711711525917,3,False,0.071
A0A0F0CI09,phenylalanine,Tri,0.187079906463623,8,True,0.9848
A0A0F0CI09,proline,Di,0.0176081582903862,68,False,0.0005
A0A0F0CI09,proline,Mono,0.1527752578258514,17,False,0.0002
A0A0F0CI09,proline,Tri,0.0191355566494166,67,False,0.0044
A0A0F0CI09,putrescine,Di,0.0396719928830862,59,False,0.0012
A0A0F0CI09,putrescine,Mono,0.0655135596171021,44,False,0.0002
A0A0F0CI09,putrescine,Tri,0.0657444950193166,43,False,0.003
A0A0F0CI09,serine,Di,0.1975380629301071,6,False,0.0432
A0A0F0CI09,serine,Mono,0.2095031552016735,5,False,0.0269
A0A0F0CI09,serine,Tri,0.1605546027421951,15,False,0.0116
A0A0F0CI09,serotonin,Di,0.0850991755723953,40,False,0.0003
A0A0F0CI09,serotonin,Mono,0.0565942609682679,49,False,0.0017
A0A0F0CI09,serotonin,Tri,0.0963672064244747,33,False,0.0009
A0A0F0CI09,threonine,Di,0.2557204812765121,1,False,0.0015
A0A0F0CI09,threonine,Mono,0.1633540019392967,14,False,0.0026
A0A0F0CI09,threonine,Tri,0.1916099637746811,7,False,0.0002
A0A0F0CI09,tryptamine,Di,0.0791230127215385,41,False,0.0002
A0A0F0CI09,tryptamine,Mono,0.0380515353754162,60,False,0.0
A0A0F0CI09,tryptamine,Tri,0.088220614939928,37,False,0.0005
A0A0F0CI09,tyramine,Di,0.1017818413674831,32,False,0.0044
A0A0F0CI09,tyramine,Mono,0.0300824223086237,63,False,0.0434
A0A0F0CI09,tyramine,Tri,0.0853232555091381,39,False,0.0136
A0A0F5JPH2,"2,3_diaminopropionic acid",Di,0.3224743008613586,19,True,0.6317
A0A0F5JPH2,"2,3_diaminopropionic acid",Mono,0.2792058661580086,28,False,0.1973
A0A0F5JPH2,"2,3_diaminopropionic acid",Tri,0.3198141306638717,20,True,0.8874
A0A0F5JPH2,2_aminophenol,Di,0.3631569147109985,11,True,0.9503
A0A0F5JPH2,2_aminophenol,Mono,0.3179281502962112,21,False,0.3542
A0A0F5JPH2,2_aminophenol,Tri,0.3106671422719955,25,True,0.9533
A0A0F5JPH2,3_methoxytyramine,Di,0.0487716738134622,74,True,0.8337
A0A0F5JPH2,3_methoxytyramine,Mono,0.0595017047598958,73,False,0.0643
A0A0F5JPH2,3_methoxytyramine,Tri,0.0336457267403602,75,False,0.4473
A0A0F5JPH2,alanine,Di,0.1601544469594955,66,True,0.9736
